document_id,block_id,block_type,text_length,block_type_p90,block_type_p95,is_p95_outlier,long_policy_or_narrative,document_failure_count,document_citation_failures,document_synthesis_failures,quality_status,tags,text_preview
saudi_arabia_sa,saudi_arabia_sa-block-16,table_fact,392,308,350,True,False,5,1,0,ok,alphanumeric sender id; pre-registration; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or deliverabilit...
indonesia_id,indonesia_id-block-17,table_fact,387,308,350,True,False,5,1,1,ok,alphanumeric sender id; pre-registration; provisioning time; Provisioning time; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Provisioning time: the Description is Provisioning is the process of getting the sender ID approved and registered with mobile networks (depending on country requi...
saudi_arabia_sa,saudi_arabia_sa-block-23,table_fact,379,308,350,True,False,5,1,0,ok,long code; short code; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Long codes and short codes for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or...
saudi_arabia_sa,saudi_arabia_sa-block-27,narrative,75,74,83,False,True,5,1,0,ok,long code; short code,[Saudi Arabia] Best Messaging Channels by Use Case (Bird's Recommendations)
saudi_arabia_sa,saudi_arabia_sa-block-1,narrative,74,74,83,False,True,5,1,0,ok,sms,[SAUDI ARABIA (SA)] Source: https://www.twilio.com/en-us/guidelines/sa/sms
malaysia_my,malaysia_my-block-13,structured_fact,3874,409,524,True,False,3,1,2,ok,long code; pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
malaysia_my,malaysia_my-block-13,policy_rule,3680,642,944,True,True,3,1,2,ok,long code; pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Domestic and International Routing Options Twilio supports SMS delivery to Malaysia through both International and Domestic gateways. For domestic customers, registrat..."
italy_it,italy_it-block-13,structured_fact,3265,409,524,True,False,3,0,2,ok,alphanumeric sender id; pre-registration; mms; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
italy_it,italy_it-block-13,policy_rule,3071,642,944,True,True,3,0,2,ok,alphanumeric sender id; pre-registration; mms; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Sending cannabis related content is strictly prohibited. Sending marketing and promotional messages between 10PM to 8AM, and all day on Sunday is prohibited. In compli..."
vietnam_vn,vietnam_vn-block-13,structured_fact,2937,409,524,True,False,3,1,2,ok,alphanumeric sender id; pre-registration; sms; whatsapp; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
vietnam_vn,vietnam_vn-block-13,policy_rule,2743,642,944,True,True,3,1,2,ok,alphanumeric sender id; pre-registration; sms; whatsapp; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Sender ID Compliance Vietnam mobile operators require pre-registration of Alphanumeric Sender IDs and message templates. Numeric Sender IDs are overwritten with generi..."
australia_au,australia_au-block-13,structured_fact,2279,409,524,True,False,3,1,1,ok,alphanumeric sender id; opt-out; pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
united_kingdom_gb,united_kingdom_gb-block-13,structured_fact,2217,409,524,True,False,3,0,1,ok,pre-registration; sms; voice; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
australia_au,australia_au-block-13,policy_rule,2085,642,944,True,True,3,1,1,ok,alphanumeric sender id; opt-out; pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Effective April 25, 2023, dynamic Alphanumeric Sender IDs won’t be allowed in Australia. All Alphanumeric Sender IDs must be pre-registered to send messages in Austral..."
singapore_sg,singapore_sg-block-13,structured_fact,2029,409,524,True,False,3,1,1,ok,alphanumeric sender id; pre-registration; sms; whatsapp; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
united_kingdom_gb,united_kingdom_gb-block-13,policy_rule,2023,642,944,True,True,3,0,1,ok,pre-registration; sms; voice; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: SMS-to-voice functionality is in widespread use in the UK, and as a result, Twilio will not reject messages sent to landlines. Please be aware of this fact because it..."
france_fr,france_fr-block-13,structured_fact,2005,409,524,True,False,3,1,0,ok,opt-out; pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
singapore_sg,singapore_sg-block-13,policy_rule,1835,642,944,True,True,3,1,1,ok,alphanumeric sender id; pre-registration; sms; whatsapp; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Alphanumeric, Shortcode, Twilio Domestic Longcode must be registered with SGNIC (https://sgnic.sg/smsregistry/overview). International Longcode Sender IDs cannot be re..."
france_fr,france_fr-block-13,policy_rule,1811,642,944,True,True,3,1,0,ok,opt-out; pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Message delivery to M2M numbers is on best effort basis only. Marketing SMS traffic can be sent between 8am and 10pm on working days. If messages are sent outside thes..."
japan_jp,japan_jp-block-13,structured_fact,1622,409,524,True,False,3,2,0,ok,alphanumeric sender id; pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
vietnam_vn,vietnam_vn-block-19,policy_rule,1548,642,944,True,True,3,1,2,ok,alphanumeric sender id; pre-registration; Use case restrictions; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Use case restrictions: the International Pre-registration is Mobile operators prohibit sending virtual currency-related content. You must have a license from the S...
vietnam_vn,vietnam_vn-block-20,table_fact,1526,308,350,True,False,3,1,2,ok,alphanumeric sender id; pre-registration; Best practices; matrix,"Regarding Phone Numbers & Sender ID: Alphanumeric for Best practices: the International Pre-registration is On receiving your registration request, the Sender ID team will ask you to upload a colored copy of your busi..."
vietnam_vn,vietnam_vn-block-19,structured_fact,1474,409,524,True,False,3,1,2,ok,alphanumeric sender id; pre-registration; Use case restrictions,- Use case restrictions: International Pre-registration=Mobile operators prohibit sending virtual currency-related content. You must have a license from the State Bank of Vietnam to send finance-related content using...
vietnam_vn,vietnam_vn-block-20,structured_fact,1472,409,524,True,False,3,1,2,ok,alphanumeric sender id; pre-registration; Best practices,"- Best practices: International Pre-registration=On receiving your registration request, the Sender ID team will ask you to upload a colored copy of your business registration certificate. This is a legal document iss..."
japan_jp,japan_jp-block-13,policy_rule,1428,642,944,True,True,3,2,0,ok,alphanumeric sender id; pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Twilio provides SMS delivery services to Japan via two distinct gateways: International and Domestic. For the International gateway: There's no need for registration.B..."
united_kingdom_gb,united_kingdom_gb-block-20,table_fact,1416,308,350,True,False,3,0,1,ok,alphanumeric sender id; sms; Best practices; matrix,"Regarding Phone Numbers & Sender ID: Alphanumeric for Best practices: the Dynamic is Generic Sender IDs: Please refrain from using generic sender IDs like SMS, TEXT, InfoSMS, INFO, Verify, Notify etc to avoid being bl..."
united_kingdom_gb,united_kingdom_gb-block-20,structured_fact,1378,409,524,True,False,3,0,1,ok,alphanumeric sender id; pre-registration; sms; Best practices,"- Best practices: Pre-registration=N/A; Dynamic=Generic Sender IDs: Please refrain from using generic sender IDs like SMS, TEXT, InfoSMS, INFO, Verify, Notify etc to avoid being blocked by network operators. Twilio su..."
united_kingdom_gb,united_kingdom_gb-block-26,policy_rule,1034,642,944,True,True,3,0,1,ok,long code; short code; sms; Use case restrictions; matrix,"Regarding Phone Numbers & Sender ID: Long codes and short codes for Use case restrictions: the Long code domestic is Virgin Mobile no longer support SMS to UK landline numbers, the Short code is Short codes can only m..."
australia_au,australia_au-block-55,policy_rule,997,642,944,True,True,3,1,1,ok,opt-out; sms; Country restrictions; key_value,"For australia, the Country restrictions is: No adult, religious, political, or gambling content. Gambling traffic restrictions are: - Anyone providing a regulated interactive gambling service in Australia must hold a..."
united_kingdom_gb,united_kingdom_gb-block-26,structured_fact,982,409,524,True,False,3,0,1,ok,long code; short code; sms; Use case restrictions,- Use case restrictions: Long code domestic=Virgin Mobile no longer support SMS to UK landline numbers; Long code international=N/A; Short code=Short codes can only message users on carriers within the countries in wh...
vietnam_vn,vietnam_vn-block-63,policy_rule,944,642,944,True,True,3,1,2,ok,opt-out; pre-registration; sms; Country regulations; key_value,"For vietnam, the Country regulations is: International promotional traffic is not allowed. ASTW is essential for local promotional traffic, with a restriction on evening transmissions. Enabling DND DB is mandatory for..."
united_kingdom_gb,united_kingdom_gb-block-19,policy_rule,845,642,944,False,True,3,0,1,ok,alphanumeric sender id; pre-registration; Use case restrictions; matrix,"Regarding Phone Numbers & Sender ID: Alphanumeric for Use case restrictions: the Dynamic is Protected Sender IDs: In case you need to submit messages using a ""MEF protected Sender ID"" or a ""BT Protected Sender ID"" you..."
sri_lanka_lk,sri_lanka_lk-block-13,structured_fact,833,409,524,True,False,3,1,2,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
dominica_dm,dominica_dm-block-13,structured_fact,831,409,524,True,False,3,0,3,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
united_kingdom_gb,united_kingdom_gb-block-19,structured_fact,807,409,524,True,False,3,0,1,ok,alphanumeric sender id; pre-registration; Use case restrictions,"- Use case restrictions: Pre-registration=N/A; Dynamic=Protected Sender IDs: In case you need to submit messages using a ""MEF protected Sender ID"" or a ""BT Protected Sender ID"" you need to first pre-register it with T..."
singapore_sg,singapore_sg-block-60,policy_rule,791,642,944,False,True,3,1,1,ok,pre-registration; sms; Country regulations; key_value,"For singapore, the Country regulations is: The Infocomm Media Development Authority (“IMDA”) Singapore has announced an implementation of the Full SMS Sender ID Registration (“Full SSIR Regime”) starting from 31 Janua..."
singapore_sg,singapore_sg-block-27,policy_rule,774,642,944,False,True,3,1,1,ok,alphanumeric sender id; long code; short code; pre-registration; sms; Best practices; matrix,"Regarding Phone Numbers & Sender ID: Long codes and short codes for Best practices: the Long code domestic is All customers must pre-register Long code domestic in the SGNIC portal. After registration, customers must..."
malaysia_my,malaysia_my-block-57,policy_rule,734,642,944,False,True,3,1,2,ok,opt-out; sms; Country regulations; key_value,"For malaysia, the Country regulations is: The Malaysian telecommunications regulator (MCMC) has announced that, starting September 1, 2024, all SMS messages, whether person-to-person (P2P) or application-to-person (A2..."
singapore_sg,singapore_sg-block-27,structured_fact,709,409,524,True,False,3,1,1,ok,alphanumeric sender id; long code; short code; pre-registration; sms; Best practices,"- Best practices: Long code domestic=All customers must pre-register Long code domestic in the SGNIC portal. After registration, customers must complete the registration with Twilio (https://twlo.my.salesforce-sites.c..."
vietnam_vn,vietnam_vn-block-26,table_fact,696,308,350,True,False,3,1,2,ok,alphanumeric sender id; long code; short code; pre-registration; Use case restrictions; matrix,Regarding Phone Numbers & Sender ID: Long codes and short codes for Use case restrictions: the Long code international is Delivery of messages submitted with Numeric Sender IDs is on a best-effort basis and will be ov...
vietnam_vn,vietnam_vn-block-26,structured_fact,662,409,524,True,False,3,1,2,ok,alphanumeric sender id; long code; short code; pre-registration; Use case restrictions,- Use case restrictions: Long code domestic=N/A; Long code international=Delivery of messages submitted with Numeric Sender IDs is on a best-effort basis and will be overwritten with either a random Numeric or Alphanu...
france_fr,france_fr-block-26,table_fact,578,308,350,True,False,3,1,0,ok,alphanumeric sender id; long code; short code; Use case restrictions; matrix,"Regarding Phone Numbers & Sender ID: Long codes and short codes for Use case restrictions: the Long code domestic is Refer to our Regulatory Guidelines for Prescribed/Prohibited use cases., the Long code international..."
sri_lanka_lk,sri_lanka_lk-block-19,table_fact,557,308,350,True,False,3,1,2,ok,alphanumeric sender id; pre-registration; sms; Use case restrictions; matrix,"Regarding Phone Numbers & Sender ID: Alphanumeric for Use case restrictions: the International Pre-registration is The network Mobitel in Sri Lanka only allows OTP, OTT, and transactional traffic, such as banking and..."
france_fr,france_fr-block-19,table_fact,526,308,350,True,False,3,1,0,ok,alphanumeric sender id; Use case restrictions; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Use case restrictions: the Dynamic is Alphanumeric sender IDs containing special characters are strictly forbidden and may result in non delivery and fines from op...
singapore_sg,singapore_sg-block-26,table_fact,488,308,350,True,False,3,1,1,ok,long code; short code; pre-registration; Use case restrictions; matrix,"Regarding Phone Numbers & Sender ID: Long codes and short codes for Use case restrictions: the Long code domestic is Only Domestic Longcodes registered with SGNIC and Twilio will be preserved. From 30 January 2023, al..."
united_kingdom_gb,united_kingdom_gb-block-66,table_fact,453,308,350,True,False,3,0,1,ok,pre-registration; sms; Country restrictions; key_value,"For united-kingdom, the Country restrictions is: Gambling is legal and well regulated. All forms of online gambling are licensed by the Gambling Commission and therefore can be legally provided in the country under a..."
france_fr,france_fr-block-23,table_fact,433,308,350,True,False,3,1,0,ok,long code; short code; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Long codes and short codes for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or...
malaysia_my,malaysia_my-block-19,table_fact,432,308,350,True,False,3,1,2,ok,alphanumeric sender id; pre-registration; sms; Best practices; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Best practices: the Domestic Pre-registration is Company has to put their brand name in the content. No generic SMS is allowed. Company has to put RM0 in front of...
sri_lanka_lk,sri_lanka_lk-block-16,table_fact,430,308,350,True,False,3,1,2,ok,alphanumeric sender id; pre-registration; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or deliverabilit...
australia_au,australia_au-block-23,table_fact,411,308,350,True,False,3,1,1,ok,long code; short code; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Long codes and short codes for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or...
vietnam_vn,vietnam_vn-block-16,table_fact,411,308,350,True,False,3,1,2,ok,alphanumeric sender id; pre-registration; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or deliverabilit...
malaysia_my,malaysia_my-block-22,table_fact,410,308,350,True,False,3,1,2,ok,long code; short code; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Long codes and short codes for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or...
singapore_sg,singapore_sg-block-23,table_fact,410,308,350,True,False,3,1,1,ok,long code; short code; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Long codes and short codes for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or...
united_kingdom_gb,united_kingdom_gb-block-23,table_fact,398,308,350,True,False,3,0,1,ok,long code; short code; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Long codes and short codes for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or...
japan_jp,japan_jp-block-58,table_fact,391,308,350,True,False,3,2,0,ok,short code; Country recommendations; key_value,"For japan, the Country recommendations is: Docomo supports only alpha sender and international numeric senders. Local numeric and short codes will be manipulated by MNO to alpha sender ""Reject"". KDDI supports only loc..."
japan_jp,japan_jp-block-16,table_fact,387,308,350,True,False,3,2,0,ok,alphanumeric sender id; pre-registration; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or deliverabilit...
sri_lanka_lk,sri_lanka_lk-block-17,table_fact,387,308,350,True,False,3,1,2,ok,alphanumeric sender id; pre-registration; provisioning time; Provisioning time; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Provisioning time: the Description is Provisioning is the process of getting the sender ID approved and registered with mobile networks (depending on country requi...
vietnam_vn,vietnam_vn-block-17,table_fact,387,308,350,True,False,3,1,2,ok,alphanumeric sender id; pre-registration; provisioning time; Provisioning time; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Provisioning time: the Description is Provisioning is the process of getting the sender ID approved and registered with mobile networks (depending on country requi...
malaysia_my,malaysia_my-block-16,table_fact,386,308,350,True,False,3,1,2,ok,alphanumeric sender id; pre-registration; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or deliverabilit...
singapore_sg,singapore_sg-block-16,table_fact,385,308,350,True,False,3,1,1,ok,alphanumeric sender id; pre-registration; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or deliverabilit...
dominica_dm,dominica_dm-block-22,table_fact,380,308,350,True,False,3,0,3,ok,long code; short code; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Long codes and short codes for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or...
